date,industry_class,volatility,VIX
2011-02-28,Mining,31.836661997341167,18.35
2011-02-28,Construction,35.994507830514316,18.35
2011-02-28,Manufacturing,24.211821781322428,18.35
2011-02-28,Transportation and other Utilities,19.990999401873314,18.35
2011-02-28,Wholesale Trade,25.18485770727824,18.35
2011-02-28,Retail Trade,22.4816818256076,18.35
2011-02-28,"Finance, Insurance and Real Estate",21.25739599649736,18.35
2011-02-28,Services,27.308386262353714,18.35
2011-02-28,Public Administration,41.29441803167436,18.35
2011-03-01,"Agriculture, Forestry and Fishing",32.50234280430371,21.01
2011-03-01,Mining,32.74011952628787,21.01
2011-03-01,Construction,36.48986021060549,21.01
2011-03-01,Manufacturing,24.816309831454042,21.01
2011-03-01,Transportation and other Utilities,21.062114714448473,21.01
2011-03-01,Wholesale Trade,25.2505009819087,21.01
2011-03-01,Retail Trade,23.15188415380617,21.01
2011-03-01,"Finance, Insurance and Real Estate",22.055864968419247,21.01
2011-03-01,Services,28.620059869679856,21.01
2011-03-01,Public Administration,42.89876011838504,21.01
2011-03-02,"Agriculture, Forestry and Fishing",32.859374469540505,20.7
2011-03-02,Mining,32.80806738043039,20.7
2011-03-02,Construction,36.397594000379016,20.7
2011-03-02,Manufacturing,24.732330486354364,20.7
2011-03-02,Transportation and other Utilities,21.07593124527387,20.7
2011-03-02,Wholesale Trade,25.38077423585465,20.7
2011-03-02,Retail Trade,22.74509854623851,20.7
2011-03-02,"Finance, Insurance and Real Estate",22.03080420748675,20.7
2011-03-02,Services,28.3967529743223,20.7
2011-03-02,Public Administration,43.09791871087748,20.7
2011-03-03,"Agriculture, Forestry and Fishing",31.520300755795148,18.6
2011-03-03,Mining,32.27234182344078,18.6
2011-03-03,Construction,37.69070179002442,18.6
2011-03-03,Manufacturing,26.09227948443485,18.6
2011-03-03,Transportation and other Utilities,21.458354613945204,18.6
2011-03-03,Wholesale Trade,26.80506145512185,18.6
2011-03-03,Retail Trade,23.079410426563648,18.6
2011-03-03,"Finance, Insurance and Real Estate",23.422157700084597,18.6
2011-03-03,Services,29.24053958469434,18.6
2011-03-03,Public Administration,44.02526522066818,18.6
2011-03-04,"Agriculture, Forestry and Fishing",31.614381408349683,19.06
2011-03-04,Mining,32.08632477080686,19.06
2011-03-04,Construction,37.72029900516954,19.06
2011-03-04,Manufacturing,25.36135211061648,19.06
2011-03-04,Transportation and other Utilities,21.35570295395212,19.06
2011-03-04,Wholesale Trade,27.026770133495674,19.06
2011-03-04,Retail Trade,22.85511682538488,19.06
2011-03-04,"Finance, Insurance and Real Estate",23.588336882965194,19.06
2011-03-04,Services,28.366907717296368,19.06
2011-03-04,Public Administration,43.508807044420294,19.06
2011-03-07,"Agriculture, Forestry and Fishing",32.34624103694686,20.66
2011-03-07,Mining,32.794436989342046,20.66
2011-03-07,Construction,37.54988833140253,20.66
2011-03-07,Manufacturing,25.42867566409744,20.66
2011-03-07,Transportation and other Utilities,21.10429722322397,20.66
2011-03-07,Wholesale Trade,27.32084345050976,20.66
2011-03-07,Retail Trade,22.8764335298568,20.66
2011-03-07,"Finance, Insurance and Real Estate",23.23487214286201,20.66
2011-03-07,Services,28.41107109828198,20.66
2011-03-07,Public Administration,43.5103256372202,20.66
2011-03-08,"Agriculture, Forestry and Fishing",32.93425895126843,19.82
2011-03-08,Mining,32.50024187109237,19.82
2011-03-08,Construction,40.008014425791025,19.82
2011-03-08,Manufacturing,25.559433679392097,19.82
2011-03-08,Transportation and other Utilities,21.848878099562796,19.82
2011-03-08,Wholesale Trade,27.771019698809273,19.82
2011-03-08,Retail Trade,23.21620430000012,19.82
2011-03-08,"Finance, Insurance and Real Estate",24.425715602187896,19.82
2011-03-08,Services,28.853417843141706,19.82
2011-03-08,Public Administration,45.20965702222822,19.82
2011-03-09,"Agriculture, Forestry and Fishing",32.84047459949658,20.22
2011-03-09,Mining,32.58072200791499,20.22
2011-03-09,Construction,39.71645881232228,20.22
2011-03-09,Manufacturing,25.531491288893186,20.22
2011-03-09,Transportation and other Utilities,21.949167264432962,20.22
2011-03-09,Wholesale Trade,27.677755402717498,20.22
2011-03-09,Retail Trade,23.72841367617802,20.22
2011-03-09,"Finance, Insurance and Real Estate",24.287890282932683,20.22
2011-03-09,Services,28.940163407779174,20.22
2011-03-09,Public Administration,44.9794937005762,20.22
2011-03-10,"Agriculture, Forestry and Fishing",33.633209249177334,21.88
2011-03-10,Mining,35.18547425972396,21.88
2011-03-10,Construction,41.32275724415367,21.88
2011-03-10,Manufacturing,26.7118247369991,21.88
2011-03-10,Transportation and other Utilities,22.535792067665636,21.88
2011-03-10,Wholesale Trade,28.615736062343135,21.88
2011-03-10,Retail Trade,24.586162947392392,21.88
2011-03-10,"Finance, Insurance and Real Estate",25.134854741635575,21.88
2011-03-10,Services,29.916501656936326,21.88
2011-03-10,Public Administration,44.52197877178717,21.88
2011-03-11,"Agriculture, Forestry and Fishing",33.48615717992167,20.08
2011-03-11,Mining,35.56219694905456,20.08
2011-03-11,Construction,42.406259065524836,20.08
2011-03-11,Manufacturing,26.8798636334612,20.08
2011-03-11,Transportation and other Utilities,22.513437475711836,20.08
2011-03-11,Wholesale Trade,28.50195975852039,20.08
2011-03-11,Retail Trade,24.821619836848956,20.08
2011-03-11,"Finance, Insurance and Real Estate",25.234624216457593,20.08
2011-03-11,Services,29.591000215579015,20.08
2011-03-11,Public Administration,44.177247014550915,20.08
2011-03-14,"Agriculture, Forestry and Fishing",28.90630999400574,21.13
2011-03-14,Mining,35.70334710209672,21.13
2011-03-14,Construction,42.61966325989685,21.13
2011-03-14,Manufacturing,26.863305128218624,21.13
2011-03-14,Transportation and other Utilities,22.86071951459663,21.13
2011-03-14,Wholesale Trade,28.198376678046117,21.13
2011-03-14,Retail Trade,24.67321796708409,21.13
2011-03-14,"Finance, Insurance and Real Estate",25.246703320811342,21.13
2011-03-14,Services,29.151526547662925,21.13
2011-03-14,Public Administration,43.749773104587995,21.13
2011-03-15,"Agriculture, Forestry and Fishing",27.13757580067774,24.32
2011-03-15,Mining,34.82535482767146,24.32
2011-03-15,Construction,38.02891495454527,24.32
2011-03-15,Manufacturing,26.008942650132063,24.32
2011-03-15,Transportation and other Utilities,22.489050769566912,24.32
2011-03-15,Wholesale Trade,26.6848161990737,24.32
2011-03-15,Retail Trade,23.332786501944227,24.32
2011-03-15,"Finance, Insurance and Real Estate",23.72214559182122,24.32
2011-03-15,Services,27.373110776953173,24.32
2011-03-15,Public Administration,42.27022154817677,24.32
2011-03-16,"Agriculture, Forestry and Fishing",27.56672815417362,29.4
2011-03-16,Mining,34.01301143460973,29.4
2011-03-16,Construction,37.74422979716107,29.4
2011-03-16,Manufacturing,26.510610529457963,29.4
2011-03-16,Transportation and other Utilities,22.777585603736416,29.4
2011-03-16,Wholesale Trade,25.864807989447794,29.4
2011-03-16,Retail Trade,23.21472272550179,29.4
2011-03-16,"Finance, Insurance and Real Estate",24.494775493870428,29.4
2011-03-16,Services,27.576583030800318,29.4
2011-03-16,Public Administration,42.24207915293172,29.4
2011-03-17,"Agriculture, Forestry and Fishing",27.063049328961547,26.37
2011-03-17,Mining,36.27463123458135,26.37
2011-03-17,Construction,38.59233176081008,26.37
2011-03-17,Manufacturing,27.14675934202328,26.37
2011-03-17,Transportation and other Utilities,23.557886111842443,26.37
2011-03-17,Wholesale Trade,26.489808726976484,26.37
2011-03-17,Retail Trade,23.421684514633608,26.37
2011-03-17,"Finance, Insurance and Real Estate",25.057865057003916,26.37
2011-03-17,Services,27.13642927073549,26.37
2011-03-17,Public Administration,40.62241573257186,26.37
2011-03-18,"Agriculture, Forestry and Fishing",25.92041245423948,24.44
2011-03-18,Mining,35.2133563171602,24.44
2011-03-18,Construction,38.32439733215372,24.44
2011-03-18,Manufacturing,26.705848008057792,24.44
2011-03-18,Transportation and other Utilities,23.341424317165945,24.44
2011-03-18,Wholesale Trade,25.82442378687128,24.44
2011-03-18,Retail Trade,22.8102062297659,24.44
2011-03-18,"Finance, Insurance and Real Estate",24.61758285947362,24.44
2011-03-18,Services,26.270342426775457,24.44
2011-03-18,Public Administration,40.499320996372724,24.44
2011-03-21,"Agriculture, Forestry and Fishing",25.24819377228776,20.61
2011-03-21,Mining,36.88349129926355,20.61
2011-03-21,Construction,39.763889211402564,20.61
2011-03-21,Manufacturing,27.765951492378168,20.61
2011-03-21,Transportation and other Utilities,24.22319536693588,20.61
2011-03-21,Wholesale Trade,27.18262426892481,20.61
2011-03-21,Retail Trade,23.663802360705233,20.61
2011-03-21,"Finance, Insurance and Real Estate",25.324339405636646,20.61
2011-03-21,Services,27.96170075785077,20.61
2011-03-21,Public Administration,40.40294956170448,20.61
2011-03-22,"Agriculture, Forestry and Fishing",23.289035235010285,20.21
2011-03-22,Mining,35.91013394931108,20.21
2011-03-22,Construction,38.56936668352145,20.21
2011-03-22,Manufacturing,27.072167090343708,20.21
2011-03-22,Transportation and other Utilities,23.463446266629987,20.21
2011-03-22,Wholesale Trade,26.302776457617195,20.21
2011-03-22,Retail Trade,23.462764957320957,20.21
2011-03-22,"Finance, Insurance and Real Estate",24.232536669823798,20.21
2011-03-22,Services,26.785775891461373,20.21
2011-03-22,Public Administration,38.82493825507134,20.21
2011-03-23,"Agriculture, Forestry and Fishing",22.830037135375186,19.17
2011-03-23,Mining,36.3910598606953,19.17
2011-03-23,Construction,37.97068219344581,19.17
2011-03-23,Manufacturing,27.057685829610808,19.17
2011-03-23,Transportation and other Utilities,23.397908488806127,19.17
2011-03-23,Wholesale Trade,26.09900697255127,19.17
2011-03-23,Retail Trade,23.490628347670715,19.17
2011-03-23,"Finance, Insurance and Real Estate",24.04991016352253,19.17
2011-03-23,Services,26.89614411448312,19.17
2011-03-23,Public Administration,39.10152147232824,19.17
2011-03-24,"Agriculture, Forestry and Fishing",22.280336658219692,18.0
2011-03-24,Mining,35.77502997631273,18.0
2011-03-24,Construction,37.99998659241605,18.0
2011-03-24,Manufacturing,26.154637622745486,18.0
2011-03-24,Transportation and other Utilities,22.79742190903784,18.0
2011-03-24,Wholesale Trade,24.698279942126227,18.0
2011-03-24,Retail Trade,23.52307210849219,18.0
2011-03-24,"Finance, Insurance and Real Estate",22.572903971152538,18.0
2011-03-24,Services,27.284379885399094,18.0
2011-03-24,Public Administration,37.65985664670734,18.0
2011-03-25,"Agriculture, Forestry and Fishing",22.347215712691217,17.91
2011-03-25,Mining,35.699562460677846,17.91
2011-03-25,Construction,38.04867439478069,17.91
2011-03-25,Manufacturing,26.198556372425646,17.91
2011-03-25,Transportation and other Utilities,22.761579682002456,17.91
2011-03-25,Wholesale Trade,24.66587943053946,17.91
2011-03-25,Retail Trade,23.671203500762353,17.91
2011-03-25,"Finance, Insurance and Real Estate",22.292433020147286,17.91
2011-03-25,Services,27.29540832318526,17.91
2011-03-25,Public Administration,38.10297218529708,17.91
2011-03-28,"Agriculture, Forestry and Fishing",22.888439554795106,19.44
2011-03-28,Mining,35.58551660028509,19.44
2011-03-28,Construction,37.28191800142538,19.44
2011-03-28,Manufacturing,25.750302454685357,19.44
2011-03-28,Transportation and other Utilities,22.807105243068907,19.44
2011-03-28,Wholesale Trade,24.020255558724944,19.44
2011-03-28,Retail Trade,24.13062973561839,19.44
2011-03-28,"Finance, Insurance and Real Estate",22.092686180679227,19.44
2011-03-28,Services,26.87528356507305,19.44
2011-03-28,Public Administration,37.379976066689714,19.44
2011-03-29,"Agriculture, Forestry and Fishing",22.759059132908792,18.16
2011-03-29,Mining,35.35136429468542,18.16
2011-03-29,Construction,34.93681410368693,18.16
2011-03-29,Manufacturing,25.639956352254313,18.16
2011-03-29,Transportation and other Utilities,22.385980727642888,18.16
2011-03-29,Wholesale Trade,23.436786515738373,18.16
2011-03-29,Retail Trade,24.283057854666318,18.16
2011-03-29,"Finance, Insurance and Real Estate",20.860442992998752,18.16
2011-03-29,Services,26.872008860101246,18.16
2011-03-29,Public Administration,37.20357945306907,18.16
2011-03-30,"Agriculture, Forestry and Fishing",23.351358808323806,17.71
2011-03-30,Mining,35.19463502929472,17.71
2011-03-30,Construction,35.85286829079277,17.71
2011-03-30,Manufacturing,25.594559072875846,17.71
2011-03-30,Transportation and other Utilities,22.785752539064948,17.71
2011-03-30,Wholesale Trade,22.997388401563107,17.71
2011-03-30,Retail Trade,23.978136045966398,17.71
2011-03-30,"Finance, Insurance and Real Estate",21.29972989853482,17.71
2011-03-30,Services,27.176473888697902,17.71
2011-03-30,Public Administration,36.86572723183802,17.71
2011-03-31,"Agriculture, Forestry and Fishing",22.50942128563144,17.74
2011-03-31,Mining,30.826888483549236,17.74
2011-03-31,Construction,32.07646186200956,17.74
2011-03-31,Manufacturing,23.44031866138619,17.74
2011-03-31,Transportation and other Utilities,21.81863639287779,17.74
2011-03-31,Wholesale Trade,20.83502195951303,17.74
2011-03-31,Retail Trade,22.37529099007534,17.74
2011-03-31,"Finance, Insurance and Real Estate",19.624644651363536,17.74
2011-03-31,Services,25.387369305143118,17.74
2011-03-31,Public Administration,37.40257771151415,17.74
2011-04-01,"Agriculture, Forestry and Fishing",22.504660365684426,17.4
2011-04-01,Mining,30.543541842154546,17.4
2011-04-01,Construction,30.972701211074387,17.4
2011-04-01,Manufacturing,23.471523236312553,17.4
2011-04-01,Transportation and other Utilities,21.774425308304583,17.4
2011-04-01,Wholesale Trade,21.018959251161768,17.4
2011-04-01,Retail Trade,22.256707319803173,17.4
2011-04-01,"Finance, Insurance and Real Estate",19.80127719465529,17.4
2011-04-01,Services,25.568722580521495,17.4
2011-04-01,Public Administration,38.36209377863514,17.4
2011-04-04,"Agriculture, Forestry and Fishing",21.535798174625356,17.5
2011-04-04,Mining,30.321851003821802,17.5
2011-04-04,Construction,30.67618871482597,17.5
2011-04-04,Manufacturing,23.07482268291321,17.5
2011-04-04,Transportation and other Utilities,20.944586259943897,17.5
2011-04-04,Wholesale Trade,20.851106620204277,17.5
2011-04-04,Retail Trade,21.910419948525558,17.5
2011-04-04,"Finance, Insurance and Real Estate",19.423689020485796,17.5
2011-04-04,Services,25.228222494447518,17.5
2011-04-04,Public Administration,38.21219538386531,17.5
2011-04-05,"Agriculture, Forestry and Fishing",18.54454873207225,17.25
2011-04-05,Mining,30.048568304280177,17.25
2011-04-05,Construction,29.469270202339974,17.25
2011-04-05,Manufacturing,22.34109906321455,17.25
2011-04-05,Transportation and other Utilities,19.466304633434707,17.25
2011-04-05,Wholesale Trade,20.25256269403602,17.25
2011-04-05,Retail Trade,21.807565565479326,17.25
2011-04-05,"Finance, Insurance and Real Estate",18.25533145680732,17.25
2011-04-05,Services,24.64901982408878,17.25
